,airline_sentiment,airline,text,user_timezone
3075,neutral,United,@united lets see of we can do this today! Hoping for an on-time dept #dullestostatecollege #runningonthreehoursofsleep #delayedovernight,Eastern Time (US & Canada)
3076,positive,United,"@united flt 912. Capt Herman is amazing! Came out before flight to play ""ask the captain anything."" Wonderful ambassador to the airline!!",NA
3077,negative,United,@united your airline is the biggest joke of an operation in the world.,Eastern Time (US & Canada)
3078,negative,United,@united what is going on with baggage claim in Newark!#tiredandwanttogohome,NA
3079,negative,United,@united usually your lounge staff are fantastic! Except today in MCO where almost denied entry to lounge even though traveling united-first,NA
3080,negative,United,"@united 2.5 hour delay, misplaced bag, poor communication, and the worse: unsympathetic, confrontational gate agent. Not cool!!!",NA
3081,negative,United,@united Why don't you respond to my e-mails of facebook msg?! I'm still wating for my tickets!! I'm getting really angry and disappointed!,NA
3082,negative,United,@united then send your Jeff Smisek on a trip with JetBlue or SW and make sure he takes notes. I would never choose to fly United again.,Eastern Time (US & Canada)
3083,negative,United,@united So disappointed in the service and the level of staff communication. Such a bummer.,NA
3084,neutral,United,@United pre-dawn flight to #miami from #EWR. Annual #SOBEWFF trip. Now.,Eastern Time (US & Canada)
3085,negative,United,"Thanks @united, great news that u won't refund tickets due to a bad exchange rate. I knew u would come to your senses @gg8929 @UnitedAppeals",NA
3086,positive,United,@united  Thank you for a wonderful global first class flight on your 777 to FRA. Great service. (cont) http://t.co/46n9kDcsxU,Central Time (US & Canada)
3087,neutral,United,"@united got it, look forward to hearing from you soon",Amsterdam
3088,negative,United,@united how are you going to rectify this? Please direct me to your complaints department #stickingToDelta,Amsterdam
3089,positive,United,"Thank you United! “@united: @dan_roam That's a beautiful place to stay a day longer. Have you been re-booked? If not, let me know. ^MN”",NA
3090,negative,United,"@united to top it all off, your flight attendants talked loudly throug the flight, even when the lights were dimmed. Resulting in no sleep",Amsterdam
3091,negative,United,"@united it seems like no one from United can help me. Lots of fingers pointed, zero people stepping up. At least the gate has Oreos",NA
3092,negative,United,@united they have access to the dial that makes it faster do they?,Eastern Time (US & Canada)
3094,neutral,United,@united hi I left my asus tablet on flight to Heathrow from Newark on 16th feb and wondered how long it takes for someone to check if found?,NA
3095,negative,United,"@united 1hr delay at the start, huge queues at security, no representative to meet us, rude staff at baggage reclaim  #inefficient",Amsterdam
3096,negative,United,@united has the worst flight attendants. They are like those angry and drunk aunts that we all have. Everything has to be an argument.,Arizona
3097,negative,United,@united its in black and white. EU law and all that €600 for a Cancelled Flightled flight. I want my money,New Delhi
3098,negative,United,@united accordingly? U dont respond at all,New Delhi
3099,negative,United,"@united ""the extra care airline"". #unitedairlines they don't care. Trust me. There #customerservice is non existent. They don't have 1",New Delhi
3100,negative,United,"@united Another unfortunate case of bad luck, usually maintenance issue. They are now swapping planes to ONT, will get in Late Flight. :(",NA
3102,negative,United,@united #onlyinAmerica. 18 days and not a word from #unitedairlines #customerservices. Bad PR guys.,New Delhi
3103,negative,United,"@united still awaiting a reply from ur customer services?  18 days, no response? Lousy #unitedairlines",New Delhi
3104,positive,United,@united alright thank you. Much appreciated.,NA
3105,negative,United,@united has happened on other airlines and they've given out flight vouchers and been more transparent about the problems.,NA
3106,negative,United,"@united thanks, I'm booked. Just spent an extra 7 hrs in the TEN w/ no explanation. Now flying middle seat to CHAR instead of Memphis.",NA
3107,negative,United,"@united agent Rick Clifton in SEA-HOU , told him my father is dying and needed to get my handbag on the cabin. he did nothing #shameful",Pacific Time (US & Canada)
3108,neutral,United,@united Any chance you are allowing reFlight Booking Problems yet for travel out of Denver this weekend due to impending storm?,Mountain Time (US & Canada)
3109,negative,United,we all watched as the crew was escorted from the back to 1st class. Prebooked? Really? @united: @JenniferWalshPR Your dissatisfaction is und,Central Time (US & Canada)
3111,negative,United,"There were plenty of empty seats in coach ""@united: Your dissatisfaction is understood. Crew members traveling for duty are pre-booked on f""",Central Time (US & Canada)
3112,negative,United,"@united all good, didn't die or anything. As they say ""you get what you pay for""!",Pacific Time (US & Canada)
3113,positive,United,@united thank you so much. How will you be able to contact me?,Arizona
3114,positive,United,@united maybe on my return trip 👍,Eastern Time (US & Canada)
3115,negative,United,"@united your staff at LaGuardia and Lagos, Nigeria were unprofessional, uncaring and not helpful. Ou",Greenland
3116,positive,United,"@united i got it at the gate, thanks for checking!",Eastern Time (US & Canada)
3117,negative,United,@united U kept passengers waiting all night 4 a plane that was being put out of service.  Leaving everyone stranded for night. #inexcusable,Central Time (US & Canada)
3118,positive,United,@united I especially like how you upgraded three of your crew members to first class instead of passengers. #keepitclassy #customerservice,Central Time (US & Canada)
3119,neutral,United,@united hello. I got off a flight a few months ago and constantly think about your peanuts. Is there anyway you could send me some?,Arizona
3121,negative,United,@united I am so happy I found my phone because this is easily the worst system I have ever heard of,Alaska
3122,negative,United,Really? 9+hours???? @united: @JenniferWalshPR We don't like delays and do all we can to avoid them. We'll have you on your way ASAP,Central Time (US & Canada)
3123,negative,United,@united @RobBogart After I waited hours in the airport being told one fib after the other. Why can't UAL be honest with its customers?,NA
3124,neutral,United,@united round trip*,NA
3125,negative,United,"@united well. As of yet, our checked bag has already vanished and we haven't left the airport yet.",Central Time (US & Canada)
3127,negative,United,@united a rapid trip plane ticket from Idaho to California that doesn't have problems would be wonderful,NA
3128,negative,United,@United agent did help me. My point: there's a problem &amp; I don't want it to mess up somebody else's plans. Can u flow this to tech team pls?,Pacific Time (US & Canada)
3129,negative,United,.@united being delayed 3 hours for a one hour flight is more than frustrating. I'm also unable to get a decent meal at this hour.Never again,NA
3130,positive,United,"@united please do! She went above and beyond what she had to do, she made us her number one priority!",Eastern Time (US & Canada)
3131,positive,United,@united you guys are awesome! Thanks!,NA
3132,positive,United,@united thnx,Amsterdam
3133,negative,United,@united I think we both have the same status (nothing). I think there was a bug in your search system.,Pacific Time (US & Canada)
3135,negative,United,@united I would appreciate an answer on why we weren't alerted flight had been Cancelled Flighted until plane landed.  #showsomerespect,Central Time (US & Canada)
3136,negative,United,@united WTF!?!? Delay after delay. 15 hours YVR to SAN? Unacceptable. Flight Crew Availability is to blame? NEVER AGAIN with @united,NA
3137,negative,United,@united I think I left my phone on my flight. Help!,Alaska
3138,positive,United,@united  Great customer service again. Thanks!,NA
3139,positive,United,"@united thanks, that would be awesome.",London
3140,negative,United,"@united hey, left my computer bag, w/computer inside, in United, filed online report, no response",Eastern Time (US & Canada)
3141,negative,United,@united  they were empty upon takeoff. Why can't someone sit there?,NA
3143,positive,United,@united nawww. United is my fave airline.,Eastern Time (US & Canada)
3144,negative,United,@united - Thanks. Formed submitted. I'm not betting someone would be honest enough to turn it in though...,Central Time (US & Canada)
3145,neutral,United,"@united I have a LH return business ticket from Den to Fra.If I fly domestic with you,bag can be checked through to Fra,no need to claim?",Berlin
