"Response","tweets"
"positive","magic jungle hooded blanket 80 x56  iksmarkets   things and more shop   https   t co db18q66btq tag  follow and sha  https   t co akikctwzha"
"negative","check out iphone 6 otterbox symmetry black used case apple popsocket bundle popsockets https   t co 0mafjnecgj  https   t co k41bp1tq9u"
"neutral","rt  fresk0        wallpapers  iphone    sliver  wallpaper for      iphonexsmax    iphonexs    iphonex    iphonexr   all other  iphone     l "
"neutral","today    iphone https   t co qr75qfzcyz"
"positive","premium quality phone skins click gt  https   t co pahspm0y1x  iphone6  iphone  samsung  tablet  apple  tablet https   t co t2hu5o1aaa"
"negative","  185  apple airpods emit 60x emf radiation than plugged earbuds  on  soundcloud  np https   t co 123yzquloe toss e  https   t co ldmpg5aotq"
"negative","scheme to swap fake iphones adds up to  900 000 loss for apple  prosecutors say https   t co mdkzcui3f8  iphone  https   t co 5hzthir4r7"
"negative","i m thinking of burning some phone cases  start off with an iphone  who would be interested  you can choose the des  https   t co xxaywjxvm4"
"negative","  apple cuts  iphone xr prices in india by around one fourth https   t co aeo5p9rmnq  technology"
"positive","your design on phone cases could prove to be a great conversation starter for your customers  have you tried it yet  https   t co oru3wgbudj"
"positive","best way for character development  business  entrepreneur  api  js  css  success  ui  ux  webdesign  webdevepment  https   t co iauxb3se6s"
"positive","the avanco hear   affordable bluetooth hearing aid earbuds   google  earbuds  android  news  hearingloss  iphone  https   t co bcyxf7mkql"
"positive"," deals  569 98 usd   apple iphone 8 plus   256gb    factory gsm unlocked    excellent condition  https   t co 0pvriv2flm"
"positive","save over  100 on the iphone xr  64gb  unlocked to any network  and a 12 month warranty on all our pre owned items   https   t co q9frnnvhvf"
"positive","top  iphone   android apps for blocking robocalls https   t co sgrmeb5ukr  tweet4mee"
"neutral","trying some lenses for the phone that i got a long time ago  but never used until now   blooming  lenses  iphone  https   t co khmmevgyhx"
"neutral","trying some lenses for the phone that i got a long time ago  but never used until now   blooming  lenses  iphone  https   t co x0yfsu8fcb"
"positive","look up                           newyork  newjersey  brooklyn  nyc  ny  apple  travel  amazing  iphone  https   t co hc2ekeqfpo"
"positive","rt  seasaba  can you believe this is shot with an  iphone   thanks to brad of  floatnflag for sharing  and congrats to brad on becoming a   "
"positive","zuckerberg is right  third party standards must govern online speech  android  iphone  phone  phones  mobile  apple  https   t co ebfa0upnlq"
"negative","here s why investors shouldn t be too worried about mackenzie bezos becoming one of amazon s largest individual sha  https   t co no8rafdhl3"
"neutral"," ocean  cliffs  bridge  seacliffbridge  clifton  southcoast  nsw  visitnsw  exploreaustralia   travelaustralia  https   t co rbtanxdoxg"
"neutral","  campeonato nacional de rallycross 2019    iphone7  apple  shotoniphone  iphone  iphoneography  iphoneographyata  https   t co snvcq0yuql"
"neutral","it s the  yearofthepig and the final  blackparty weekend in  nyc   wearing vintage  nasrltypig and thinking back to  https   t co u1um6n0rqf"
"positive","rt  alexparks525  your chance   win a free iphone xr   from vouchers avenue available in the   a free iphone  https   t co jmdd6pb27d "
"positive","rt  cacoteo   cacoteoradio la primera emisora de reggaeton en linea a nivel mundial 24 7    visit https   t co wvn56oxvbo and hit play  iph "
"positive","hey guys  sports  amp  fitness in https   t co rpgttodmsn  shopping  price  money  coupon  tv  car  video  aws  prime  https   t co p4ce5erjuz"
"neutral","but muh  iphone   apple https   t co yudtkayjzr"
"positive","can you believe this is shot with an  iphone   thanks to brad of  floatnflag for sharing  and congrats to brad on b  https   t co k0hezoltfk"
"negative","rt  myicloudinfo  r sim 13   rsim 12 activation error how to fix  iphone  rsim  rsim12  rsim13  unlockiphone  iphonexs https   t co hyd1iap "
"neutral"," exhibition  nationalmuseumofaustralia  canberra  act  australiancapital  visitcanberra  exploreaustralia  https   t co 6susup07dx"
"positive","great music app for  iphone  https   t co a7nsuenbe9"
"positive","sunsets in australia  iphone  sunset  photographyisart  photograph  suburban  landscape  view https   t co c58o7xstmx"
"neutral","rt  android result  display comparison between galaxy s10 plus and iphone xs max  samsung  galaxys10plus  iphone  iphonexsmax https   t co  "
"positive","rt  gaincheap  30  off all  cellphone accessories sitewide w  coupon code at  floveme   phonecase  leather wallet  full body protection cas "
"negative"," ee morning    i figured out why i was experiencing connection error  since i have custom dns resolver settings on  https   t co hdmjykkdcp"
"negative","foggy day            indiedev  indiegame  indiegamedev  indiegames  screenshotsunday  screenshotsaturday  game  https   t co gxowu6jgc5"
"positive","elegant and colorful austrian crystal fashion jewelry set iksmarkets   things and more shop    https   t co kaj7lvd0oc"
"positive","rt  rozmanaria  10 tips for improving your content marketing strategy with instagram and other tools  android  https   t co ppx97gifrc"
"positive","rt  rossaliena  i didn t dream it  it really happened      instagood  in  travel  photography  iphone  reflection  my  motivation  goodvibe "
"positive"," apple updated my  iphone overnight with  ios 12 2 last night  in the last 18 months my phone s worked perfectly  n  https   t co 3ynraydtl6"
"positive","rt  janegilley2   thewomanwhokepteverythng now available to download with apple books on  ibooks   iphone   ipad  ipodtouch and mac    read "
"neutral","rt  nabraj680  warren buffett doesn t use an  iphone  despite the fact that the firm he runs  berkshire hathaway  owns 5 5  of  apple    in "
"neutral","customize your phone case with your own name  amp  number  https   t co kz3fl8nbpy  acreactionsfootballcases  peru  https   t co yd2k0wgbuh"
"positive","i didn t dream it  it really happened      instagood  in  travel  photography  iphone  reflection  my  motivation  https   t co erqnkhctqo"
"neutral"," iphone 4 case pixel  rainbow square pattern https   t co tpyritgrim"
"positive"," bible verse found with identity in christ daily by  roboticode for  android  iphone  kindle   dailyinspiration https   t co mmfjbndiyc"
"positive"," iphone xs specs vs  xs max  xr  x  what is the same and different   https   t co aoquvtkia7  technology"
"positive","found this with prayers  amp  blessings daily by  roboticode for  android  iphone  kindle   dailyinspiration https   t co mrsyz4k08m"
"neutral","display comparison between galaxy s10 plus and iphone xs max  samsung  galaxys10plus  iphone  iphonexsmax https   t co 3850pwo7ee"
"positive","rt  seriesholiday  guys  video is upload go like and  subscribe and share check the link https   t co pr9htxluen      youtube  twitter  rep "
"positive","guys  video is upload go like and  subscribe and share check the link https   t co pr9htxluen      youtube  twitter  https   t co bsfnwkzofy"
"neutral","i am listening to  u2   american soul   spiderwebradio        https   t co dy2bnrocce    applemusic       https   t co r52h52lajp"
"positive","10 tips for improving your content marketing strategy with instagram and other tools  android  iphone  phone  https   t co 8hws5g4old"
"positive","humans are about to see the first ever photo of a  supermassive  black hole  here what we hope to discover  android  https   t co qgzayspfb8"
"positive","always send a thank you note after a job interview  android  iphone  phone  phones  mobile  apple  leomessi  https   t co 6tcl4bpim0"
"neutral","rt  fresk0        wallpapers  iphone    erasure  wallpaper for      iphonexsmax    iphonexs    iphonex    iphonexr   all other  iphone      "
"neutral","rt  fresk0          wallpapers  iphone    spacewave  wallpaper for      iphonexsmax    iphonexs    iphonex    iphonexr   all other  iphone "
"positive"," apple  on purpose  does not distribute  swift for  android  however  swift is available in  linux  when i became  https   t co zfqa53q94k"
"positive","he is easily elated         snapshot  iphone  tripod  robot  wallpaper  instagood  likeforlikes     nagoya shi  aic  https   t co xai2bosyaf"
"positive","i think we achived a top for  smartphone design  hardware and software  every year each company presents the same t  https   t co cnewcbn71n"
"positive","new video      https   t co zugm6ksqao    youtube  videos  newvideo  aesthetic  iphone  howtohaveanaestheticphone  https   t co zo0bxldgli"
"negative","my wife arrived home  i was just explaining to her  that i only wanted to learn swift programming  not to develop  https   t co lopzpqrgsj"
"negative","missing hawaii  iphone  kauai https   t co qnt2oxjr1w"
"positive"," bible verse found with words of apostles daily by  roboticode for  android  iphone  kindle   dailyinspiration https   t co hurwc2zty3"
"neutral","netflix    video    via  idownloadblog https   t co wk6lrppwaj  iphone  jailbreak"
"neutral","grumpy turtle  free now on  iphone  appstore  itunes  ipad  turtles  games  indiegame  game  indie   mobilegame  https   t co cjc6vxaknw"
"positive","wizard vs zombie   match 3   free     iphone  ipad version available now to play for   free   in all app stores itu  https   t co ge8xxa9jo3"
"positive"," bible verse found with uplifting psalms daily by  roboticode for  android  iphone  kindle   dailyinspiration https   t co uiydjb86ty"
"neutral","price drop   ticket to earth  on sale for  iphone  ipad  4 99  gt  gt   3 99 https   t co 2gkq0i3vma https   t co yde7jsbxio"
"positive","trim your video down to the very best moment  learn to easily edit out what doesn t help tell the story  how to tri  https   t co uobvdocnm0"
"positive","trim your video down to the very best moment  learn to easily edit out what doesn t help tell the story  how to tri  https   t co ne46k1irtc"
"positive","trim your video down to the very best moment  learn to easily edit out what doesn t help tell the story  how to tri  https   t co j2a9llfccg"
"positive","trim your video down to the very best moment  learn to easily edit out what doesn t help tell the story  how to tri  https   t co zlggvvzavb"
"positive","trim your video down to the very best moment  learn to easily edit out what doesn t help tell the story  how to tri  https   t co pedstzvfot"
"positive","win an hp sprocket plus to print your mobile snaps on the go       enter here   https   t co tpcy86ytwl     comp  https   t co unowiqot0t"
"positive"," bible verse found with words of jesus each day by  roboticode for  android  iphone  kindle   dailyinspiration https   t co k2eeenilaz"
"positive","rt  dasv1  drawmanga   entertainment  http   t co nswj29t9yq  iphone  app  free"
"positive"," thewomanwhokepteverythng now available to download with apple books on  ibooks   iphone   ipad  ipodtouch and mac  https   t co skbl4c8pcs"
"positive","hey like this tweet if you wanna play imessage games     iphone  imessage"
"positive","facebook game ranking no 2 candy crush soda saga https   t co zksq2udtc5 https   t co oeebzlrbjb  jamjamtv  game  https   t co ufpzqsfuam"
