"","airline_sentiment","airline_sentiment_confidence","negativereason","negativereason_confidence","airline","text","tweet_coord","tweet_location","user_timezone"
"4243","negative",1,"Lost Luggage",1,"United","@united u lost my bag and would not refund my bag fee? Does that make sense to you? And yes I already called cust svc. They said no.",NA,"fairfield county, connecticut",NA
"4244","negative",1,"Bad Flight",0.6524,"United","@United yall tried it with this little bitty plane flying out of boston!! I hate little planes!!!",NA,NA,NA
"4245","positive",0.6697,NA,0,"United","@united doing a good thing, holding flight for a few for 11 peeps on Late Flight connecting flight. We'll still make destination on time",NA,"Colorado","Mountain Time (US & Canada)"
"4246","neutral",1,NA,NA,"United","@united Q: Just purchased ticket to #Hawaii for trip in Late Flight-March. Does this mean we will acquire miles based on price or distance flown?",NA,NA,NA
"4247","positive",0.6526,NA,NA,"United","@united stay warm - I will be passing through Chicago next week",NA,"NJ/NYC","Eastern Time (US & Canada)"
"4248","negative",1,"Customer Service Issue",0.6725,"United","@united the refund request functionality on http://t.co/5IMDckODfx is broken.i get a time out error.",NA,NA,NA
"4249","negative",1,"Late Flight",0.6667,"United","@united @NY_NJairports Only at Newark can you land 15 minutes early but lose all that time waiting on tarmac for a gate.",NA,"Northwestern NJ","Eastern Time (US & Canada)"
"4250","negative",1,"Flight Booking Problems",0.3429,"United","@united giving up on your direct flight from IAH to Honolulu. 3rd attempt in 3 years - 3rd delay.  $7 meal voucher. Wow. Customer service!",NA,NA,"Atlantic Time (Canada)"
"4251","neutral",0.6566,NA,0,"United","@United just played the Most bizarre ""safety"" video I've ever seen... http://t.co/Hlm2Oks6xl",NA,"ÜT: 40.635407,-73.991869",NA
"4252","negative",1,"Lost Luggage",0.6716,"United","@united Nearly 48 hours Late Flightr and still no idea where it is. I will never fly United again if I can help it.",NA,"Toronto","Eastern Time (US & Canada)"
"4253","negative",1,"Bad Flight",1,"United","@united 1591 had wi-fi broken on plane. Had same outage on 1618 on Friday. How can Southwest get it right on every plane but United can't?",NA,"Northwestern NJ","Eastern Time (US & Canada)"
"4254","positive",0.6792,NA,NA,"United","@United WiFi onboard 737-800 far superior in pricing and performance (user-perceived bandwidth and Late Flightncy) to recent @GoGo experiences.",NA,"Port Washington, NY 11050","Eastern Time (US & Canada)"
"4255","negative",1,"Late Flight",1,"United","@united Second day &amp; attempt trying to leave IAD &amp; I'm on another plane delayed for mechanical issues. Over an hour delayed!",NA,"Washington, DC","Eastern Time (US & Canada)"
"4256","neutral",0.6452,NA,0,"United","@united Is there a direct number to call to request a refund?  Its telling me its not valid as I changed the ticket.  No number on site",NA,"Southern New Jersey","Eastern Time (US & Canada)"
"4257","negative",1,"Late Flight",1,"United","@united when is my plane coming?  Been delayed for almost 7 hours. No plane.",NA,NA,NA
"4258","negative",1,"Bad Flight",1,"United","@united Not fast enough.  No excuse for service between big hubs to have such outdated craft. Southwest has wifi. This is awful.",NA,"Houston","Central Time (US & Canada)"
"4259","positive",1,NA,NA,"United","@united thankful for great service in Newark. Seats fixed and I was seated with my daughter! Fab landing in Fort Myers!",NA,"Massachusetts  ",NA
"4260","negative",1,"Late Flight",1,"United","@united my mother's flight was delayed from phl-ord. We're on our way to NRT and the gate refused to upgrade. A platinum.  Blegh",NA,"Houston, Texas","Central Time (US & Canada)"
"4261","negative",1,"Late Flight",0.7055,"United","@united is Late Flight again.  Everyone braved the weather and 40 passengers are waiting for a flight crew.  Really!",NA,NA,NA
"4262","negative",1,"Lost Luggage",1,"United","@united Miserable trip ... lost bag Sat... found Mon... lost again... shipping 2nd day ground Tues... might have it for return flight home",NA,NA,NA
"4263","negative",1,"Customer Service Issue",0.6854,"United","@united spending the afternoon @ Mia. Not your fault.  No lounge? Very inconvenient.",NA,NA,NA
"4264","negative",1,"Customer Service Issue",1,"United","@united costumer service sucks! Waiting for a week for a response",NA,NA,NA
"4265","neutral",1,NA,NA,"United","@united Is there a way to get  a copy of Feb's edition of Hemisphere
magazine with out flying?",NA,"ottawa",NA
"4266","negative",0.6756,"Flight Booking Problems",0.6756,"United","@united I somehow think I'm going to be stuck paying for a hotel room in Denver without winter clothes on my dime.  I guess we'll see.",NA,"All Over The World",NA
"4268","negative",0.6581,"Customer Service Issue",0.6581,"United","@united of course I need help.  I've been DMing you ladies and gents all day. Your only solution is hope for the best and LAX.",NA,"All Over The World",NA
"4269","neutral",0.6752,NA,0,"United","@united Confirmation number: NJV4BP - All I need is email confirmation of flight from NYC - SFO Feb 4",NA,"NYC, Toronto ","Quito"
"4270","neutral",1,NA,NA,"United","@United Is Changing Its #MileagePlus Program: Winners and Losers http://t.co/38OTLzAK5d #airline #travel #loyalty #rewards",NA,"Halifax, Nova Scotia","Atlantic Time (Canada)"
"4271","positive",0.6632,NA,0,"United","@united Brandi Zabsonre in Denver deserves a raise for bringing delight into a terrible travel situation. big ups http://t.co/TK3aOpdtSQ",NA,NA,"Central Time (US & Canada)"
"4272","neutral",0.6872,NA,NA,"United","@united thank you!!!!! And next flight to Durango then driving to Farmington New Mexico for work! But hitting the slopes in Durango!",NA,"pittsburgh","Eastern Time (US & Canada)"
"4273","negative",1,"Customer Service Issue",0.3654,"United","@united I was denied use of a rear facing car seat on UA5025, an ERJ145. Can you confirm the actual policy?",NA,NA,NA
"4274","negative",1,"Late Flight",0.7206,"United","@united you better hold my flight to Tucson #5237, just landed in Houston after an hour delay for some minor computer problem",NA,"Deerfield","Mountain Time (US & Canada)"
"4275","neutral",0.6631,NA,0,"United","Thx! Stand by! “@united: @rajuchinthala I know it's frustrating and I do appreciate your patience while we try to get you on your way. ^JH”",NA,"Indianapolis","Eastern Time (US & Canada)"
"4276","neutral",0.6637,NA,0,"United","@united roundtrip tickets to NJ are DRAMATICALLY cheaper through Virgin, pretty pricey via United. Can you match them?",NA,NA,"Pacific Time (US & Canada)"
"4277","negative",1,"Damaged Luggage",1,"United","@united dropped off a luggage at IAD over 2 months ago for repair from damages haven't heard anything about it since, when do I get it back?",NA,NA,"Eastern Time (US & Canada)"
"4278","neutral",0.6806,NA,NA,"United","@united that's what I thought! Thanks for the clarification!",NA,"Bhutan","Pacific Time (US & Canada)"
"4279","negative",1,"Cancelled Flight",1,"United","@united feck guys. Stop Cancelled Flightling flights from EWR to RIC the weather is fine I both locations!!!",NA,"Usually in a plane","Eastern Time (US & Canada)"
"4280","neutral",0.6577,NA,NA,"United","@united + UA has been rolling out improvements too, we think. Hoping they'll catch up soon? Meantime, ANA is our preference!",NA,"Bhutan","Pacific Time (US & Canada)"
"4281","positive",1,NA,NA,"United","@united @FlyANA_official pleasantly surprised to find ANA has made major upgrades on their transpacific route in flights, planes and service",NA,"Bhutan","Pacific Time (US & Canada)"
"4282","negative",1,"Cancelled Flight",1,"United","@united Step 1: Cancelled Flight flight. Step 2: Don't notify customer. Step 3: Charge them for food while they try to survive their wait. Brilliant.",NA,NA,NA
"4283","neutral",1,NA,NA,"United","@united i need my confirmation number! Can you give it to me?",NA,NA,NA
"4284","negative",1,"Can't Tell",1,"United","@united + besides, no small degree of self-interest. We take that route several times a year &amp; would hate to be in that situation.",NA,"Bhutan","Pacific Time (US & Canada)"
"4285","negative",1,"Cancelled Flight",0.6875,"United",".@united we rebooked. But @casleah and I had to split up and take different flights because a pilot ran out of hours? Frustrating.",NA,"Kanasa City","Central Time (US & Canada)"
"4286","positive",0.7097,NA,0,"United","@united no worries about the tweets. We all should do what we can to make sure we, as in your tag line, ""Fly the Friendly Skies.""",NA,"Bhutan","Pacific Time (US & Canada)"
"4287","positive",1,NA,NA,"United","@united @jsumiyasu I am thankful to the  United ground staff who put me in the last seat on the last flight out. Home Late Flight is still home!",NA,"So Cal","Pacific Time (US & Canada)"
"4289","negative",1,"Flight Attendant Complaints",1,"United","@united + that's the gist of what the flight attendant told her.",NA,"Bhutan","Pacific Time (US & Canada)"
"4290","negative",1,"Flight Attendant Complaints",0.7033,"United","@united BTW is it true you have to remind flight staff after checking in even after indicating meal prefer on your reservation? +",NA,"Bhutan","Pacific Time (US & Canada)"
"4291","negative",1,"Flight Attendant Complaints",0.6812,"United","@united +what took me aback was the response by the flight attendant, who put the responsibility squarely back on passenger's shoulders. +",NA,"Bhutan","Pacific Time (US & Canada)"
"4292","negative",1,"Customer Service Issue",0.3463,"United","@united No but u cld explain how such a disorganized and inefficient company w surly and obviously unhappy employees stays in business.",NA,"New York, NY","Eastern Time (US & Canada)"
"4293","negative",1,"Late Flight",0.6806,"United","@united sat at airport for 5 hrs still sitting at gate..  Sigh",NA,NA,"Mountain Time (US & Canada)"
"4294","neutral",0.6995,NA,0,"United","@united actually we did not consider she might have made a mistake. She did not complain beyond that she indicated it on her reservation.",NA,"Bhutan","Pacific Time (US & Canada)"
"4295","negative",1,"Late Flight",0.3487,"United","@united Gold Star for united- change my flight- miss all connections- but can't accommodate me until a MUCH Late Flightr arrival time-Not HAPPY!",NA,"Nova Scotia","Eastern Time (US & Canada)"
"4296","negative",0.3456,"Can't Tell",0.3456,"United","@united's first-class #cockup
http://t.co/oh7CFv7DHR",NA,"Toronto","Pacific Time (US & Canada)"
"4297","neutral",0.6919,NA,0,"United","@united all day travel. #swag #ijustwanttosleep",NA,"West Palm Beach ",NA
"4298","positive",1,NA,NA,"United","@united Thank you for the new Club at O'Hare. Very comfortable. You made the difficult weather days proficient and enjoyable.",NA,NA,"Mazatlan"
"4299","neutral",0.6702,NA,NA,"United","@united Filled in the form you sent the link to on 29.1.15 and then either 9 or 10.2.15",NA,"North West of England",NA
"4300","negative",1,"Late Flight",1,"United","@united did not let me get on the IAH-HNL direct. Now weather delay for my SFO leg. Stop being reactive and be proactive!",NA,"Island of Oahu, Hawaii",NA
"4302","negative",1,"Customer Service Issue",1,"United","@united why am i mot getting my refund?",NA,"Jerusalem-London-Antwerp",NA
"4303","negative",1,"Can't Tell",1,"United",".@united nothing apparently. I've flown w/ you 4 times in last 3 weeks and 3 of those experiences (incl today) were clusterfucks.",NA,"Tucson, AZ and Vancouver, BC","Arizona"
"4304","negative",0.6496,"Bad Flight",0.3416,"United","@united didn't get her name. She was not in our group. She was sitting behind us. Think it was window seat #40? We only overheard...",NA,"Bhutan","Pacific Time (US & Canada)"
"4305","negative",0.6579,"Customer Service Issue",0.3344,"United","@united You know what the United Club needs? Power. MOAR power. Insufficient outlets for the #RoadWarrior (ORD)",NA,"Virginia","Eastern Time (US & Canada)"
"4306","negative",1,"Customer Service Issue",0.6701,"United","@united THRILLED to have my carry-on checked against my will by two nasty gate agents only to see an entire empty bin when I boarded last...",NA,"Boston, MA",NA
"4307","negative",1,"Can't Tell",0.3587,"United","@united what if business as usual meant dropping the bully mentality and fostering inspiration for a greater business #EmployeeRelations",NA,"Wheatridge,Colo",NA
